,Total Population,Median Household Income,Black and Latino/Hispanic,Bachelors Degree or Higher,Associates Degree,Masters Degree,White and Latino/Hispanic,state,county,tract,geometry,building_count,buildings_cat
10,7109,36861,74,464,208,175,0,42,101,003600,"POLYGON ((-75.19985331309532 39.9326616248556, -75.19983331268692 39.93287562441487, -75.19982031262562 39.93292062430351, -75.19972731212584 39.93327062345395, -75.19962131125784 39.93380662222848, -75.19951131021966 39.93442562083738, -75.199501310065 39.93450962065901, -75.19923831089451 39.93446462017771, -75.19753531613861 39.93423361695658, -75.19702031769542 39.934177615958795, -75.19650031929079 39.93411061497246, -75.19596932092843 39.93403861397349, -75.19543532255743 39.933974612953946, -75.19518632332638 39.93394061248705, -75.19492332413895 39.933904611994414, -75.1944063257594 39.93382361104704, -75.1938723273636 39.93377161000775, -75.19337232891128 39.933702609075716, -75.19282433060232 39.93362960805042, -75.1930893325762 39.93241161103192, -75.19335133456858 39.931186614009334, -75.19281433623159 39.931117613024, -75.19232033775872 39.93105561211581, -75.1917813394353 39.93098361113488, -75.19100434186278 39.93087560973178, -75.19022034428212 39.930780608290675, -75.18863434918892 39.93058460539149, -75.18805935097359 39.930511604347195, -75.18707335403057 39.93038860255544, -75.1870253541795 39.93038260246834, -75.18626735655953 39.93027560112026, -75.18577035811587 39.93020760023338, -75.18523835975311 39.93014759925823, -75.18532736048395 39.92971960035152, -75.18550336180954 39.92892460240055, -75.1856773629574 39.92820860427317, -75.18577136386332 39.927696605547816, -75.1860273659137 39.92648260862959, -75.18629336798499 39.92524461177052, -75.18658636999824 39.9239956149756, -75.18675937134267 39.92318861700768, -75.18684937207802 39.92275261809674, -75.1869353728174 39.92231961917038, -75.18726737200495 39.92225561994489, -75.1888993679389 39.92197062367998, -75.18894836781998 39.921960623794845, -75.18901936764877 39.92194562396229, -75.18929836697599 39.921886624619994, -75.1896513661319 39.92180862545815, -75.19005736516341 39.92171762642356, -75.19015636491095 39.92170262664411, -75.19027136461898 39.92168462690143, -75.1903153645075 39.921677627000086, -75.19036636437805 39.9216696271142, -75.19039036431765 39.92166562716837, -75.19047336410463 39.92165362735197, -75.19059936379647 39.921628627644374, -75.19081436327355 39.921584628145766, -75.19105136269803 39.921535628699075, -75.19122036228768 39.92150062909349, -75.19181736081116 39.921388630461735, -75.19249235912777 39.92126763199458, -75.19268235862233 39.921247632397524, -75.19386235546573 39.92113063488278, -75.1944823537697 39.921085636154324, -75.19504335230604 39.92101263736689, -75.19485935106484 39.921814635450986, -75.19480535066329 39.92206663485522, -75.19478635034196 39.92223663448666, -75.19476535025208 39.922304634313335, -75.1947503501648 39.92236363416913, -75.19466535028832 39.92241863389748, -75.1944313509391 39.92242963342383, -75.19416235176847 39.9224056329512, -75.1936133534926 39.922342632015024, -75.19346535245836 39.92299963043061, -75.19334335161032 39.923538629127016, -75.19326735119003 39.92382562841032, -75.19324635108562 39.92389962822265, -75.19319535069775 39.92413962764717, -75.1931543498044 39.92459362666673, -75.19342534847583 39.92484162671057, -75.1932783488613 39.924857626388444, -75.1930953491338 39.92497062580269, -75.19301234911077 39.92508762540629, -75.19353034636492 39.925655625309965, -75.19365334571339 39.92579062528841, -75.19408834349005 39.926232625286616, -75.19437434198484 39.92654362524923, -75.19443734165459 39.926611625242415, -75.19449234136715 39.926670625237314, -75.1946213406874 39.926811625220694, -75.19513033801354 39.92736562516606, -75.19544033643025 39.92768362517544, -75.19579133460003 39.928061625155664, -75.19588833411773 39.928155625171264, -75.1964833311506 39.928737625263764, -75.19692132896895 39.929166625338766, -75.19721732760146 39.92940862548477, -75.19723332752996 39.92942062549481, -75.19750332621746 39.92967162557275, -75.19757532586968 39.92973762559573, -75.19784632455145 39.92999062567505, -75.19817232297017 39.93029362577631, -75.19838932180876 39.93054562575071, -75.19897731879448 39.93116962580173, -75.1995843157006 39.93180862587794, -75.19964731529589 39.931913625814516, -75.19967731510104 39.93196462578254, -75.19971231484227 39.93203862571827, -75.1997543145422 39.932122625650216, -75.19976531443108 39.93215962560447, -75.19981031399249 39.93230362543119, -75.19984231358825 39.932448625228815, -75.19985331309532 39.9326616248556))",0,0
11,5617,39340,22,658,563,230,29,42,101,003701,"POLYGON ((-75.18577136386332 39.927696605547816, -75.1856773629574 39.92820860427317, -75.18550336180954 39.92892460240055, -75.18532736048395 39.92971960035152, -75.18523835975311 39.93014759925823, -75.18382036419138 39.929956596731486, -75.18359936487711 39.929929596332606, -75.18194237001394 39.92973059334124, -75.18036537495144 39.92952259054654, -75.17844338096845 39.9292725871486, -75.17686938591459 39.9290625843908, -75.17633338757528 39.92900158343037, -75.17587638900825 39.92894258262847, -75.17528739085094 39.92886858159167, -75.17538239160734 39.928437582779004, -75.1754663922516 39.92806658380437, -75.17556039299052 39.92764358496851, -75.17566239370362 39.92722158614505, -75.17573939436366 39.92685158715033, -75.17583339510537 39.926426588314904, -75.17608639729548 39.92519959163255, -75.1766573954887 39.92527259259794, -75.17712039401752 39.92533459337548, -75.17766839231557 39.92539159433415, -75.17821539057225 39.925467595249174, -75.17868538908502 39.92552859604624, -75.1792403873131 39.92560759697323, -75.17985938535674 39.925687598027004, -75.180395383657 39.925759598934896, -75.18115738126585 39.925851600250766, -75.18169637955445 39.92592560116354, -75.18217037805249 39.92598960196977, -75.1827413762603 39.92605960295785, -75.18332837440927 39.92613560396641, -75.18382937284126 39.926195604838945, -75.1843913710491 39.92627760578755, -75.18493936934131 39.92634060675025, -75.18543636776808 39.926408607601395, -75.1860273659137 39.92648260862959, -75.18577136386332 39.927696605547816))",0,0
12,3922,40202,7,492,93,32,43,42,101,003702,"POLYGON ((-75.18684937207802 39.92275261809674, -75.18675937134267 39.92318861700768, -75.18658636999824 39.9239956149756, -75.18629336798499 39.92524461177052, -75.1860273659137 39.92648260862959, -75.18543636776808 39.926408607601395, -75.18493936934131 39.92634060675025, -75.1843913710491 39.92627760578755, -75.18382937284126 39.926195604838945, -75.18332837440927 39.92613560396641, -75.1827413762603 39.92605960295785, -75.18217037805249 39.92598960196977, -75.18169637955445 39.92592560116354, -75.18115738126585 39.925851600250766, -75.180395383657 39.925759598934896, -75.17985938535674 39.925687598027004, -75.1792403873131 39.92560759697323, -75.17868538908502 39.92552859604624, -75.17821539057225 39.925467595249174, -75.17766839231557 39.92539159433415, -75.17712039401752 39.92533459337548, -75.1766573954887 39.92527259259794, -75.17608639729548 39.92519959163255, -75.17629339895089 39.92425159421079, -75.1773963961659 39.924090596743284, -75.17798039481445 39.92395259820059, -75.17857439338117 39.923836599625155, -75.17905239218618 39.92376060073091, -75.17964939072117 39.923653602136994, -75.18031138907978 39.923541603678764, -75.18089938760805 39.92344760503384, -75.18142238635731 39.92333860629318, -75.18170138566376 39.92329160693974, -75.18343238149305 39.92294061106876, -75.18404237995007 39.9228476124527, -75.18457737865222 39.922741613717015, -75.18519037714456 39.922628615145165, -75.1853613767203 39.92259861553989, -75.1854623764703 39.922580615773526, -75.1869353728174 39.92231961917038, -75.18684937207802 39.92275261809674))",0,0
13,3912,75682,0,456,132,235,161,42,101,003800,"POLYGON ((-75.19029637635059 39.916441637613175, -75.18944536951 39.92057662758714, -75.18942836900139 39.92082362704861, -75.18941636862054 39.9210076266486, -75.18941136848368 39.921074626501735, -75.18943636802501 39.92124562619897, -75.1895053672449 39.921502625804436, -75.1896513661319 39.92180862545815, -75.18929836697599 39.921886624619994, -75.18901936764877 39.92194562396229, -75.18894836781998 39.921960623794845, -75.1888993679389 39.92197062367998, -75.18726737200495 39.92225561994489, -75.1869353728174 39.92231961917038, -75.1854623764703 39.922580615773526, -75.1853613767203 39.92259861553989, -75.18519037714456 39.922628615145165, -75.18457737865222 39.922741613717015, -75.18404237995007 39.9228476124527, -75.18343238149305 39.92294061106876, -75.18170138566376 39.92329160693974, -75.18142238635731 39.92333860629318, -75.18089938760805 39.92344760503384, -75.18031138907978 39.923541603678764, -75.17964939072117 39.923653602136994, -75.17905239218618 39.92376060073091, -75.17857439338117 39.923836599625155, -75.17798039481445 39.92395259820059, -75.1773963961659 39.924090596743284, -75.17629339895089 39.92425159421079, -75.17635939944896 39.92396159500331, -75.17645840018355 39.9235315961794, -75.17653940082238 39.92316359717744, -75.17663640162061 39.922708598403844, -75.17690440378874 39.92146560175185, -75.17700040450663 39.92104460289303, -75.17705640509868 39.92072560372494, -75.17706840518446 39.92067460386368, -75.17712740568706 39.92038960462326, -75.17716640597567 39.92021960508326, -75.17708040625142 39.920208604945515, -75.17743640813843 39.91897160842238, -75.17770441035084 39.917702611793125, -75.17771541045074 39.91764661194006, -75.17773041057198 39.91757661212601, -75.17800641273092 39.91631761547528, -75.17809641347006 39.91589161659955, -75.17818241416614 39.915488617663414, -75.17826641494051 39.915054618792205, -75.17762841698666 39.91498461780283, -75.17717841853346 39.914891617205036, -75.1772564185798 39.91477461761065, -75.17730041873348 39.91465461796182, -75.17750542044897 39.913671620555576, -75.17761742131617 39.91316362190383, -75.17780442093162 39.913091622396536, -75.17904341688 39.91325262422139, -75.17959441507602 39.91332562503213, -75.18062441178604 39.913427626627644, -75.18090741090111 39.91344762708438, -75.18111541025242 39.91346162742174, -75.18134440953459 39.91347862778979, -75.18165040857714 39.9135006282834, -75.18188240784825 39.913518628654906, -75.18261040556031 39.91357562982053, -75.18429040007943 39.91379563232666, -75.18501339772193 39.913890633408606, -75.18551239610595 39.91395163416647, -75.18661039255481 39.91408463584054, -75.18683339182938 39.91411363617702, -75.188054387861 39.914271638025085, -75.188142387576 39.914282638159364, -75.18840938666236 39.91433763852223, -75.18875238539763 39.91444863890599, -75.18900838439495 39.914557639139495, -75.18926338329855 39.914709639283956, -75.18947938236298 39.91484163940078, -75.18963638156578 39.91498963937983, -75.18976238092351 39.91510963936113, -75.1899363799755 39.91530263928053, -75.19007937906751 39.91551863909826, -75.19021837783175 39.915885638602525, -75.1902483775679 39.91596363849823, -75.19029637635059 39.916441637613175))",0,0
14,6429,51932,27,1575,453,474,341,42,101,003901,"POLYGON ((-75.17712740568706 39.92038960462326, -75.17706840518446 39.92067460386368, -75.17705640509868 39.92072560372494, -75.17700040450663 39.92104460289303, -75.17690440378874 39.92146560175185, -75.17663640162061 39.922708598403844, -75.17653940082238 39.92316359717744, -75.17645840018355 39.9235315961794, -75.17635939944896 39.92396159500331, -75.17629339895089 39.92425159421079, -75.17608639729548 39.92519959163255, -75.17583339510537 39.926426588314904, -75.17573939436366 39.92685158715033, -75.17566239370362 39.92722158614505, -75.17556039299052 39.92764358496851, -75.17502039468167 39.927577584026714, -75.17398739794656 39.927439582256014, -75.17342439972649 39.927364581292636, -75.17296240115994 39.927314580476114, -75.17241440291289 39.92723357955982, -75.1718734045961 39.92717357860955, -75.17139540611993 39.92710557780652, -75.17084440785689 39.9270355768623, -75.17031540953674 39.92696357596858, -75.16988041089138 39.926915575207765, -75.16922641301583 39.92680757415188, -75.16949241519762 39.92559757760258, -75.16949741534121 39.925532577769154, -75.16974241736396 39.924410580954856, -75.17002141964545 39.923139584554484, -75.17030742185705 39.92188658811164, -75.17057942405228 39.920654591579066, -75.17121042202899 39.92073459258776, -75.17165642060796 39.92078759331023, -75.17218841889714 39.92085759415712, -75.17272541717246 39.92092759501488, -75.17321741560998 39.92098459581866, -75.17374641389293 39.92106159664736, -75.17403141605766 39.91981060010294, -75.17458541426794 39.91988560097336, -75.17504441279313 39.9199446017029, -75.17561241097589 39.92001460261395, -75.1763644085655 39.920109603817046, -75.17708040625142 39.920208604945515, -75.17716640597567 39.92021960508326, -75.17712740568706 39.92038960462326))",0,0
15,5682,66179,0,1035,212,85,27,42,101,003902,"POLYGON ((-75.17818241416614 39.915488617663414, -75.17809641347006 39.91589161659955, -75.17800641273092 39.91631761547528, -75.17773041057198 39.91757661212601, -75.17771541045074 39.91764661194006, -75.17770441035084 39.917702611793125, -75.17743640813843 39.91897160842238, -75.17708040625142 39.920208604945515, -75.1763644085655 39.920109603817046, -75.17561241097589 39.92001460261395, -75.17504441279313 39.9199446017029, -75.17458541426794 39.91988560097336, -75.17403141605766 39.91981060010294, -75.17374641389293 39.92106159664736, -75.17321741560998 39.92098459581866, -75.17272541717246 39.92092759501488, -75.17218841889714 39.92085759415712, -75.17165642060796 39.92078759331023, -75.17121042202899 39.92073459258776, -75.17057942405228 39.920654591579066, -75.1708524262655 39.919411595062485, -75.17112042852374 39.91815359856008, -75.17130843010571 39.917270601007594, -75.17139343078327 39.91688660207605, -75.17142143100999 39.91675860243132, -75.17169343328764 39.91548260595304, -75.17181543436676 39.91488560758699, -75.17192343527888 39.91437460898985, -75.17189243551016 39.91431660907171, -75.1718754357025 39.914257609180986, -75.17188443574578 39.91422860926567, -75.1720934375928 39.913204612057946, -75.1721344379935 39.91298761264288, -75.17223543894012 39.91246961404335, -75.17225143908506 39.91238961426018, -75.17229243895122 39.912394614320164, -75.17263143784557 39.91243561481726, -75.17347943507737 39.91253961605959, -75.17387943377229 39.912588616646836, -75.17396843347935 39.91260061677503, -75.17465143124387 39.912687617771944, -75.17520142944458 39.91275761857643, -75.17578942752132 39.91283261943764, -75.17640842549739 39.91291162034588, -75.17648342525119 39.91292162045507, -75.17705542338177 39.912994621296136, -75.17712142316473 39.91300362139196, -75.17763442148758 39.913069622146516, -75.17780442093162 39.913091622396536, -75.17761742131617 39.91316362190383, -75.17750542044897 39.913671620555576, -75.17730041873348 39.91465461796182, -75.1772564185798 39.91477461761065, -75.17717841853346 39.914891617205036, -75.17762841698666 39.91498461780283, -75.17826641494051 39.915054618792205, -75.17818241416614 39.915488617663414))",0,0
16,4037,61542,0,715,248,194,349,42,101,004001,"POLYGON ((-75.17030742185705 39.92188658811164, -75.17002141964545 39.923139584554484, -75.16974241736396 39.924410580954856, -75.16949741534121 39.925532577769154, -75.16943341545856 39.92555957757681, -75.16936041558947 39.92559157735445, -75.16858041746792 39.92573557545341, -75.16826741821087 39.925797574679166, -75.16814541836656 39.92587657424373, -75.16734841891954 39.92658057093047, -75.16705141987127 39.92653757043984, -75.16656342139711 39.92648256959615, -75.16604042305268 39.926415568712954, -75.165481424846 39.92633456779365, -75.16493542656106 39.92627056685963, -75.16446542806978 39.926202566088925, -75.1639164298119 39.92613156516896, -75.16335343160212 39.92605756423001, -75.16299543273821 39.92601156363105, -75.16289743306766 39.92599156348593, -75.16233643484351 39.92592156254359, -75.16243043561323 39.92550456378918, -75.16251543632094 39.92512256492677, -75.1626144370701 39.92470756617444, -75.1627094378524 39.924283567435566, -75.1627754385234 39.92393756844102, -75.16287443935015 39.923490569765555, -75.16297244015419 39.92305357106129, -75.16304944085904 39.92268057215316, -75.1631404416298 39.92226457337955, -75.16323244243428 39.921833574644346, -75.16331644308748 39.9214725757159, -75.1634104439469 39.9210165770448, -75.16395244221064 39.92108357791009, -75.16444744062103 39.92114657869694, -75.16498643888725 39.92121657955154, -75.16656143382852 39.92141958206035, -75.16812642879928 39.92162458455667, -75.16869842696475 39.92169858547421, -75.16925442518692 39.921768586372195, -75.16956642418297 39.92181058687018, -75.17017642223561 39.9218865878598, -75.17024342204198 39.9218865879886, -75.17030742185705 39.92188658811164))",0,0
17,5247,63726,0,555,133,299,86,42,101,004002,"POLYGON ((-75.17139343078327 39.91688660207605, -75.17130843010571 39.917270601007594, -75.17112042852374 39.91815359856008, -75.1708524262655 39.919411595062485, -75.17057942405228 39.920654591579066, -75.17030742185705 39.92188658811164, -75.17024342204198 39.9218865879886, -75.17017642223561 39.9218865878598, -75.16956642418297 39.92181058687018, -75.16925442518692 39.921768586372195, -75.16869842696475 39.92169858547421, -75.16812642879928 39.92162458455667, -75.16656143382852 39.92141958206035, -75.16498643888725 39.92121657955154, -75.16444744062103 39.92114657869694, -75.16395244221064 39.92108357791009, -75.1634104439469 39.9210165770448, -75.16369344626257 39.919751580765144, -75.16371344647952 39.91964058108187, -75.16390244814659 39.91874558368457, -75.1639544485546 39.91851958434877, -75.16422945085705 39.91726458800416, -75.16452845341175 39.91587659202306, -75.16493045209114 39.91593259261268, -75.16505945167232 39.915948592806956, -75.16522545112501 39.91597259304859, -75.16556745001843 39.91601359356782, -75.166101448269 39.91608659435736, -75.16625144777649 39.91610759457817, -75.16655744677156 39.91615059502858, -75.16663744651436 39.916159595151946, -75.16691244563022 39.91619059557602, -75.16712744492004 39.916222595888726, -75.167257444494 39.91624059608124, -75.16756444350641 39.916275596554556, -75.16767944314655 39.916284596741995, -75.16819844144861 39.91635559751446, -75.16859344015687 39.91640959810335, -75.16870143980317 39.91642459826392, -75.16890443914134 39.9164515985688, -75.16924143803753 39.9164985990701, -75.1702064348797 39.916632600510134, -75.1706324334916 39.91668960115247, -75.17099243231443 39.91673960169162, -75.17127043140228 39.916779602105095, -75.1713454312088 39.9167686022685, -75.17142143100999 39.91675860243132, -75.17139343078327 39.91688660207605))",1,1
18,4952,36365,0,666,227,269,607,42,101,004101,"POLYGON ((-75.16331644308748 39.9214725757159, -75.16323244243428 39.921833574644346, -75.1631404416298 39.92226457337955, -75.16304944085904 39.92268057215316, -75.16297244015419 39.92305357106129, -75.16287443935015 39.923490569765555, -75.1627754385234 39.92393756844102, -75.1627094378524 39.924283567435566, -75.1626144370701 39.92470756617444, -75.16251543632094 39.92512256492677, -75.16243043561323 39.92550456378918, -75.16233643484351 39.92592156254359, -75.16076343984327 39.92571855992619, -75.15920244482172 39.92551255735195, -75.15766444971962 39.92531455481398, -75.1560934547477 39.925104552253465, -75.15452445977061 39.92489654970347, -75.15461046062353 39.92446655102521, -75.15469346129277 39.92411155213897, -75.1547934621119 39.92367855349357, -75.15488446289237 39.923270554762254, -75.15496146352868 39.922934555810045, -75.15505446437878 39.922496557160244, -75.15515946525733 39.922033558598805, -75.155231465932 39.92168755966028, -75.1553264667386 39.921263560972754, -75.15533046688003 39.921203561140324, -75.15539546739043 39.9209295619945, -75.15541046760701 39.920827562294804, -75.15549846831024 39.92045156346337, -75.15559546914218 39.92001456481004, -75.15612746743096 39.92007956564245, -75.15655446606087 39.920130566314576, -75.15716146408978 39.92021256724637, -75.15771046233604 39.92027556811994, -75.15872445904637 39.92041256968298, -75.15927445727638 39.92048157054666, -75.15942245673624 39.920525570713394, -75.15973945585667 39.92050957135637, -75.15995645508141 39.92056757161839, -75.16027345404888 39.92061257210431, -75.16083245224965 39.920683572983876, -75.16100245169659 39.92070757324548, -75.16129445075732 39.92074457370597, -75.16184144900163 39.920812574572984, -75.16237544729418 39.920876575426746, -75.16286044572435 39.92094257618331, -75.1634104439469 39.9210165770448, -75.16331644308748 39.9214725757159))",0,0
19,5244,47905,4,342,188,45,256,42,101,004103,"POLYGON ((-75.16390244814659 39.91874558368457, -75.16371344647952 39.91964058108187, -75.16369344626257 39.919751580765144, -75.1634104439469 39.9210165770448, -75.16286044572435 39.92094257618331, -75.16237544729418 39.920876575426746, -75.16184144900163 39.920812574572984, -75.16129445075732 39.92074457370597, -75.16100245169659 39.92070757324548, -75.16083245224965 39.920683572983876, -75.16027345404888 39.92061257210431, -75.15995645508141 39.92056757161839, -75.15973945585667 39.92050957135637, -75.15942245673624 39.920525570713394, -75.15927445727638 39.92048157054666, -75.15872445904637 39.92041256968298, -75.15771046233604 39.92027556811994, -75.15716146408978 39.92021256724637, -75.15655446606087 39.920130566314576, -75.15612746743096 39.92007956564245, -75.15559546914218 39.92001456481004, -75.1556854700116 39.919570566160644, -75.1557654707083 39.91920556728111, -75.15586347156585 39.91875656865723, -75.15613747392041 39.91751657245559, -75.15668147216302 39.91758157328677, -75.15716847056791 39.91764857400875, -75.15771046881501 39.91771457483612, -75.15824946707151 39.917780575659236, -75.1587234655313 39.917841576376446, -75.15927446373372 39.917915577203466, -75.15980646200494 39.91798457800968, -75.16027346048682 39.91804557871739, -75.1608244586962 39.91811757955363, -75.16136045697755 39.918178580391604, -75.16183045545725 39.91823758111332, -75.16238445364229 39.91831658194131, -75.16292745187263 39.91839058276307, -75.16309745133654 39.918406583038745, -75.16342245027603 39.91845158352972, -75.1639544485546 39.91851958434877, -75.16390244814659 39.91874558368457))",0,0
20,4212,47409,0,685,162,148,364,42,101,004104,"POLYGON ((-75.16422945085705 39.91726458800416, -75.1639544485546 39.91851958434877, -75.16342245027603 39.91845158352972, -75.16309745133654 39.918406583038745, -75.16292745187263 39.91839058276307, -75.16238445364229 39.91831658194131, -75.16183045545725 39.91823758111332, -75.16136045697755 39.918178580391604, -75.1608244586962 39.91811757955363, -75.16027346048682 39.91804557871739, -75.15980646200494 39.91798457800968, -75.15927446373372 39.917915577203466, -75.1587234655313 39.917841576376446, -75.15824946707151 39.917780575659236, -75.15771046881501 39.91771457483612, -75.15716847056791 39.91764857400875, -75.15668147216302 39.91758157328677, -75.15613747392041 39.91751657245559, -75.156296475364 39.91676557473737, -75.15639847633784 39.91626457624975, -75.15645847678145 39.91602057700441, -75.1565264773664 39.91571157794488, -75.15655047758025 39.91559957828441, -75.15655747763583 39.91556957837636, -75.15663147823557 39.9152475793609, -75.15670647897156 39.914870580491595, -75.15748247645465 39.91496058164865, -75.1577434755762 39.915003582005006, -75.1580924744334 39.915048582514835, -75.1582814737979 39.91507958277385, -75.15865047257643 39.91513258329975, -75.15880347206748 39.91515558351536, -75.1592174707214 39.91520558413114, -75.15930247043569 39.91521958424797, -75.15951746973171 39.91524758456288, -75.15984246867362 39.915287585045334, -75.16019146752747 39.915334585553495, -75.16028946720868 39.91534658569938, -75.16038246690965 39.91535658584144, -75.16049646655883 39.91536258603171, -75.16084446542611 39.915405586549376, -75.16138046367507 39.915474587340654, -75.16152346322401 39.915486587568346, -75.16181846225308 39.915527587996884, -75.16195446180281 39.91554758819179, -75.16216646112633 39.91556858852169, -75.16240446035103 39.91559858887592, -75.1624954600533 39.9156105890101, -75.16280845903998 39.91564758948271, -75.16296945850152 39.915673589708355, -75.16351645669826 39.915751590502154, -75.16384145565037 39.915788590997984, -75.1640134550874 39.91581159125199, -75.16413145471058 39.9158235914358, -75.16452845341175 39.91587659202306, -75.16422945085705 39.91726458800416))",0,0
